Unnamed: 0,video_uid,qid,question,task,relevant_timestamps,mcq_test,answer_1,answer_2,answer_3,answer_4,answer_5,duration_in_seconds,scenarios,video_source,device
6593,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_6_30,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The picker is closer to the tissue paper
B. The pressure gauge is closer to the bench vice than the lamp
C. There is no air can
D. They are both equally close
E. The bench vice is closer to the fox float than the lubricant tube",The picker is closer to the tissue paper,The pressure gauge is closer to the bench vice than the lamp,There is no air can,They are both equally close,The bench vice is closer to the fox float than the lubricant tube,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6597,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_6_27,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. They are both equally close
B. The lamp is closer to the bench vice than the pressure gauge
C. The bench vice is closer to the fox float than the lubricant tube
D. The liquid adhesive is closer to the probe pack than the air can
E. The stopper is closer to the tissue paper",They are both equally close,The lamp is closer to the bench vice than the pressure gauge,The bench vice is closer to the fox float than the lubricant tube,The liquid adhesive is closer to the probe pack than the air can,The stopper is closer to the tissue paper,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6602,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_6_13,"In the workspace, which is closer to the bench vice: the pressure gauge or the lamp?",reasoning/spatial/proximity,,"A. There is no pressure gauge
B. There is no lamp
C. The pressure gauge is closer to the bench vice than the lamp
D. The lamp is closer to the bench vice than the pressure gauge
E. They are both equally close",There is no pressure gauge,There is no lamp,The pressure gauge is closer to the bench vice than the lamp,The lamp is closer to the bench vice than the pressure gauge,They are both equally close,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6603,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_7_33,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The pressure gauge is situated directly below the vacuum pump
B. The tissue paper is placed to the left of the probe pack
C. The drawer is integrated into the worktable
D. The fox float is located to the right of the lubricant tube
E. The bench vice is mounted on the opposite side of the room from the lamp",The pressure gauge is situated directly below the vacuum pump,The tissue paper is placed to the left of the probe pack,The drawer is integrated into the worktable,The fox float is located to the right of the lubricant tube,The bench vice is mounted on the opposite side of the room from the lamp,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6606,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_7_1,Where is the bench vice located in relation to the lamp in the workspace?,reasoning/spatial/relationship,,"A. The bench vice is mounted on the right rear side of the lamp
B. The bench vice is mounted to the left of the lamp
C. The bench vice is mounted directly above the lamp
D. The bench vice is mounted on the opposite side of the room from the lamp
E. The bench vice is mounted directly below the lamp",The bench vice is mounted on the right rear side of the lamp,The bench vice is mounted to the left of the lamp,The bench vice is mounted directly above the lamp,The bench vice is mounted on the opposite side of the room from the lamp,The bench vice is mounted directly below the lamp,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6607,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_7_32,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The pressure gauge is situated to the left of the vacuum pump
B. The fox float is located in a different section of the workspace from the lubricant tube
C. The tissue paper is placed to the right of the probe pack
D. The drawer is situated on the opposite wall from the worktable
E. The bench vice is mounted directly above the lamp",The pressure gauge is situated to the left of the vacuum pump,The fox float is located in a different section of the workspace from the lubricant tube,The tissue paper is placed to the right of the probe pack,The drawer is situated on the opposite wall from the worktable,The bench vice is mounted directly above the lamp,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6610,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_7_2,Where is the tissue paper placed in relation to the probe pack in the workspace?,reasoning/spatial/relationship,,"A. The tissue paper is placed to the left of the probe pack
B. The tissue paper is placed directly below the probe pack
C. The tissue paper is placed directly above the probe pack
D. The tissue paper is placed to the right of the probe pack
E. The tissue paper is placed in a separate container away from the probe pack",The tissue paper is placed to the left of the probe pack,The tissue paper is placed directly below the probe pack,The tissue paper is placed directly above the probe pack,The tissue paper is placed to the right of the probe pack,The tissue paper is placed in a separate container away from the probe pack,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6611,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_6_28,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The pressure gauge is closer to the bench vice than the lamp
B. There is no picker
C. The picker is closer to the tissue paper
D. The probe pack is nearer to the air can than the liquid adhesive
E. There is no lubricant tube",The pressure gauge is closer to the bench vice than the lamp,There is no picker,The picker is closer to the tissue paper,The probe pack is nearer to the air can than the liquid adhesive,There is no lubricant tube,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6613,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_7_3,Where is the fox float located in relation to the lubricant tube in the workspace?,reasoning/spatial/relationship,,"A. The fox float is located in a different section of the workspace from the lubricant tube
B. The fox float is located to the right of the lubricant tube
C. The fox float is located directly above the lubricant tube
D. The fox float is located directly below the lubricant tube
E. The fox float is located to the left of the lubricant tube",The fox float is located in a different section of the workspace from the lubricant tube,The fox float is located to the right of the lubricant tube,The fox float is located directly above the lubricant tube,The fox float is located directly below the lubricant tube,The fox float is located to the left of the lubricant tube,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6617,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_7_34,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The pressure gauge is located on the right side of the vacuum pump.
B. The tissue paper is placed directly below the probe pack
C. The drawer is situated directly above the worktable
D. The fox float is located directly above the lubricant tube
E. The bench vice is mounted directly below the lamp",The pressure gauge is located on the right side of the vacuum pump.,The tissue paper is placed directly below the probe pack,The drawer is situated directly above the worktable,The fox float is located directly above the lubricant tube,The bench vice is mounted directly below the lamp,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6619,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_7_31,Select the correct statement about spatial relationships depicted in the video,reasoning/spatial/relationship,,"A. The pressure gauge is situated on the opposite side of the workspace from the vacuum pump
B. The drawer is situated to the right of the worktable
C. The fox float is located directly below the lubricant tube
D. The bench vice is mounted on the right rear side of the lamp
E. The tissue paper is placed directly above the probe pack",The pressure gauge is situated on the opposite side of the workspace from the vacuum pump,The drawer is situated to the right of the worktable,The fox float is located directly below the lubricant tube,The bench vice is mounted on the right rear side of the lamp,The tissue paper is placed directly above the probe pack,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6626,af82a96d-724c-4de4-96c7-af769689ea0e,af82a96d-724c-4de4-96c7-af769689ea0e_6_29,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The liquid adhesive is closer to the probe pack than the air can
B. The stopper is closer to the tissue paper
C. The lubricant tube is closer to the fox float than the bench vice
D. They are both equally close
E. There is no pressure gauge",The liquid adhesive is closer to the probe pack than the air can,The stopper is closer to the tissue paper,The lubricant tube is closer to the fox float than the bench vice,They are both equally close,There is no pressure gauge,2039.77,Bike mechanic,unict,GoPro Hero Silver 7
6627,d939955c-6db9-4406-8b7b-085494320bc7,d939955c-6db9-4406-8b7b-085494320bc7_7_13,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The camera wearer interacted with one human in the final stages of their pool game
B. Woman P placed a purse on the pool table before holding the kettle
C. The camera wearer was holding a glass of wine when he first engaged in conversation with P
D. Woman P placed a pool cue on the chair while navigating around the pool table
E. The camera wearer was holding pool balls when he first engaged in conversation with P",The camera wearer interacted with one human in the final stages of their pool game,Woman P placed a purse on the pool table before holding the kettle,The camera wearer was holding a glass of wine when he first engaged in conversation with P,Woman P placed a pool cue on the chair while navigating around the pool table,The camera wearer was holding pool balls when he first engaged in conversation with P,1383.17,Gaming arcade / pool / billiards,minnesota,Zshade
6629,d939955c-6db9-4406-8b7b-085494320bc7,d939955c-6db9-4406-8b7b-085494320bc7_7_9,What was the camera wearer holding when he first engaged in conversation with P?,reasoning/spatial/relationship,,"A. Kettle
B. Cup
C. Phone
D. Glass of wine
E. Pool balls",Kettle,Cup,Phone,Glass of wine,Pool balls,1383.17,Gaming arcade / pool / billiards,minnesota,Zshade
6633,d939955c-6db9-4406-8b7b-085494320bc7,d939955c-6db9-4406-8b7b-085494320bc7_7_14,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The camera wearer interacted with two humans in the final stages of their pool game
B. Woman P placed her bag on the chair while continuing to navigate around the pool table
C. The camera wearer was holding a phone when he first engaged in conversation with P
D. Woman P placed a glass of wine on the chair while navigating around the pool table
E. Woman P placed shades on the pool table before holding the kettle",The camera wearer interacted with two humans in the final stages of their pool game,Woman P placed her bag on the chair while continuing to navigate around the pool table,The camera wearer was holding a phone when he first engaged in conversation with P,Woman P placed a glass of wine on the chair while navigating around the pool table,Woman P placed shades on the pool table before holding the kettle,1383.17,Gaming arcade / pool / billiards,minnesota,Zshade
6634,d939955c-6db9-4406-8b7b-085494320bc7,d939955c-6db9-4406-8b7b-085494320bc7_7_7,How many humans did the camera wearer interact with in the final stages of their pool game?,reasoning/spatial/relationship,,"A. Two
B. One
C. nan
D. Three
E. Four",Two,One,,Three,Four,1383.17,Gaming arcade / pool / billiards,minnesota,Zshade
6651,d78a57ea-da64-48e2-a406-abc8f84b9f85,d78a57ea-da64-48e2-a406-abc8f84b9f85_6_20,Which is nearer to the counter in the Garage: the electric polisher or the dustbin?,reasoning/spatial/proximity,,"A. The counter is sandwiched between the electric polisher and the dustbin
B. The electric polisher is nearer to the counter
C. The grinder is closer to the counter.
D. The electric polisher is mounted on the counter, while the dustbin is farthest away
E. Both the electric polisher and the dustbin are at the same distance from the counter",The counter is sandwiched between the electric polisher and the dustbin,The electric polisher is nearer to the counter,The grinder is closer to the counter.,"The electric polisher is mounted on the counter, while the dustbin is farthest away",Both the electric polisher and the dustbin are at the same distance from the counter,2629.0,Car mechanic,cmu,GoPro Hero Black 8
6657,d78a57ea-da64-48e2-a406-abc8f84b9f85,d78a57ea-da64-48e2-a406-abc8f84b9f85_7_1,Where is the car lift located in relation to the toolbox in the Garage?,reasoning/spatial/relationship,,"A. The car lift is located on the wall opposite the toolbox.
B. The car lift is located diagonally across from the toolbox
C. The car lift is located in the center of the garage, while the toolbox is near the entrance
D. The car lift is located behind the toolbox
E. The car lift is located immediately adjacent to the toolbox",The car lift is located on the wall opposite the toolbox.,The car lift is located diagonally across from the toolbox,"The car lift is located in the center of the garage, while the toolbox is near the entrance",The car lift is located behind the toolbox,The car lift is located immediately adjacent to the toolbox,2629.0,Car mechanic,cmu,GoPro Hero Black 8
6659,d78a57ea-da64-48e2-a406-abc8f84b9f85,d78a57ea-da64-48e2-a406-abc8f84b9f85_6_19,"In the Garage, which is closer to the car lift: the toolbox or the bin?",reasoning/spatial/proximity,,"A. The car lift is adjacent to the bin, with the toolbox on the opposite side
B. The bin is positioned directly under the car lift, making it the closest
C. The bin is closer to the car lift
D. The toolbox is closer to the car lift
E. The toolbox and the bin are equidistant from the car lift","The car lift is adjacent to the bin, with the toolbox on the opposite side","The bin is positioned directly under the car lift, making it the closest",The bin is closer to the car lift,The toolbox is closer to the car lift,The toolbox and the bin are equidistant from the car lift,2629.0,Car mechanic,cmu,GoPro Hero Black 8
6664,d78a57ea-da64-48e2-a406-abc8f84b9f85,d78a57ea-da64-48e2-a406-abc8f84b9f85_7_2,Where is the impact driver stored when not in use in the Garage?,reasoning/spatial/relationship,,"A. The impact driver is stored in a charging station next to the workbench
B. The impact driver is stored in the toolbox behind the garage.
C. The impact driver is stored on a magnetic tool holder above the workbench
D. The impact driver is stored on a pegboard wall organizer near the garage door
E. The impact driver is stored in a drawer under the car lift",The impact driver is stored in a charging station next to the workbench,The impact driver is stored in the toolbox behind the garage.,The impact driver is stored on a magnetic tool holder above the workbench,The impact driver is stored on a pegboard wall organizer near the garage door,The impact driver is stored in a drawer under the car lift,2629.0,Car mechanic,cmu,GoPro Hero Black 8
6668,d78a57ea-da64-48e2-a406-abc8f84b9f85,d78a57ea-da64-48e2-a406-abc8f84b9f85_6_25,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The table and the car lift are adjacent, with the electric metal polisher next to both in the Garage
B. The bin is closer to the car lift than the toolbox in the Garage
C. Both the electric polisher and the dustbin are at the same distance from the counter in the Garage
D. The electric polisher is more proximate to the car lift than the electric drill in the Garage
E. The electric metal polisher is closer to the table than the car lift in the Garage","The table and the car lift are adjacent, with the electric metal polisher next to both in the Garage",The bin is closer to the car lift than the toolbox in the Garage,Both the electric polisher and the dustbin are at the same distance from the counter in the Garage,The electric polisher is more proximate to the car lift than the electric drill in the Garage,The electric metal polisher is closer to the table than the car lift in the Garage,2629.0,Car mechanic,cmu,GoPro Hero Black 8
6670,d78a57ea-da64-48e2-a406-abc8f84b9f85,d78a57ea-da64-48e2-a406-abc8f84b9f85_6_26,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The electric metal polisher is equidistant from both the table and the car lift in the Garage
B. The car lift is adjacent to the bin, with the toolbox on the opposite side in the Garage
C. The toolbox is closer to the car lift than the bin in the Garage
D. The electric polisher is mounted on the counter, while the dustbin is farthest away in the Garage
E. The electric drill is more proximate to the car lift than the electric polisher in the Garage",The electric metal polisher is equidistant from both the table and the car lift in the Garage,"The car lift is adjacent to the bin, with the toolbox on the opposite side in the Garage",The toolbox is closer to the car lift than the bin in the Garage,"The electric polisher is mounted on the counter, while the dustbin is farthest away in the Garage",The electric drill is more proximate to the car lift than the electric polisher in the Garage,2629.0,Car mechanic,cmu,GoPro Hero Black 8
6671,d78a57ea-da64-48e2-a406-abc8f84b9f85,d78a57ea-da64-48e2-a406-abc8f84b9f85_6_21,Which is more proximate to the car lift in the Garage: the electric drill or the electric polisher?,reasoning/spatial/proximity,,"A. The electric polisher is attached to the car lift, while the electric drill is distant
B. The electric drill is more proximate to the car lift
C. The electric drill and the electric polisher are both equally close to the car lift
D. The electric polisher is more proximate to the car lift
E. The car lift is situated between the electric drill and the electric polisher","The electric polisher is attached to the car lift, while the electric drill is distant",The electric drill is more proximate to the car lift,The electric drill and the electric polisher are both equally close to the car lift,The electric polisher is more proximate to the car lift,The car lift is situated between the electric drill and the electric polisher,2629.0,Car mechanic,cmu,GoPro Hero Black 8
6673,d78a57ea-da64-48e2-a406-abc8f84b9f85,d78a57ea-da64-48e2-a406-abc8f84b9f85_6_24,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The counter is sandwiched between the electric polisher and the dustbin in the Garage
B. The toolbox and the bin are equidistant from the car lift in the Garage
C. The electric drill and the electric polisher are both equally close to the car lift in the Garage
D. The grinder is closer to the counter than the electric polisher in the Garage
E. The electric metal polisher is closer to the car lift than the table in the Garage",The counter is sandwiched between the electric polisher and the dustbin in the Garage,The toolbox and the bin are equidistant from the car lift in the Garage,The electric drill and the electric polisher are both equally close to the car lift in the Garage,The grinder is closer to the counter than the electric polisher in the Garage,The electric metal polisher is closer to the car lift than the table in the Garage,2629.0,Car mechanic,cmu,GoPro Hero Black 8
6678,d78a57ea-da64-48e2-a406-abc8f84b9f85,d78a57ea-da64-48e2-a406-abc8f84b9f85_6_23,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The toolbox is closer to the car lift than the bin in the Garage
B. The bin is positioned directly under the car lift, making it the closest in the Garage
C. The car lift is situated between the electric drill and the electric polisher in the Garage
D. The electric metal polisher is equidistant from both the table and the car lift in the Garage
E. The electric polisher is nearer to the counter than the grinder in the Garage",The toolbox is closer to the car lift than the bin in the Garage,"The bin is positioned directly under the car lift, making it the closest in the Garage",The car lift is situated between the electric drill and the electric polisher in the Garage,The electric metal polisher is equidistant from both the table and the car lift in the Garage,The electric polisher is nearer to the counter than the grinder in the Garage,2629.0,Car mechanic,cmu,GoPro Hero Black 8
6682,fc18a064-b1d9-485d-8c19-a3151dcf5bc8,fc18a064-b1d9-485d-8c19-a3151dcf5bc8_7_29,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The jug is located in a cabinet beneath the fridge
B. The tap and sink are part of a movable trolley
C. The fridge is integrated into the same unit as the dishwasher
D. The chopping board is placed on the right side of the cooking pan on the kitchen table.
E. The pot is kept in a cupboard across the room from the cooker",The jug is located in a cabinet beneath the fridge,The tap and sink are part of a movable trolley,The fridge is integrated into the same unit as the dishwasher,The chopping board is placed on the right side of the cooking pan on the kitchen table.,The pot is kept in a cupboard across the room from the cooker,3902.73,"Cooking, Eating",kaust,GoPro Hero Black 7
6683,fc18a064-b1d9-485d-8c19-a3151dcf5bc8,fc18a064-b1d9-485d-8c19-a3151dcf5bc8_6_28,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. They are both equally close to the kitchen hood
B. There is no chopping board in the kitchen
C. The pot hangs from the kitchen hood, making it closer than the stove
D. The fridge is installed above the sink, making it closer than the cooker
E. The dishwasher is closer to the tap than the chopping board",They are both equally close to the kitchen hood,There is no chopping board in the kitchen,"The pot hangs from the kitchen hood, making it closer than the stove","The fridge is installed above the sink, making it closer than the cooker",The dishwasher is closer to the tap than the chopping board,3902.73,"Cooking, Eating",kaust,GoPro Hero Black 7
6684,fc18a064-b1d9-485d-8c19-a3151dcf5bc8,fc18a064-b1d9-485d-8c19-a3151dcf5bc8_7_10,Where is the jug located in relation to the fridge in the kitchen?,reasoning/spatial/relationship,,"A. The jug is placed on a stand to the left of the fridge
B. The jug is stored inside the oven, which is next to the fridge
C. The jug is kept on a floating shelf above the fridge
D. The jug is part of a water dispenser attached to the fridge
E. The jug is located in a cabinet beneath the fridge",The jug is placed on a stand to the left of the fridge,"The jug is stored inside the oven, which is next to the fridge",The jug is kept on a floating shelf above the fridge,The jug is part of a water dispenser attached to the fridge,The jug is located in a cabinet beneath the fridge,3902.73,"Cooking, Eating",kaust,GoPro Hero Black 7
6698,fc18a064-b1d9-485d-8c19-a3151dcf5bc8,fc18a064-b1d9-485d-8c19-a3151dcf5bc8_6_3,"In the kitchen, which is closer to the fridge: the dishwasher or the cooker?",reasoning/spatial/proximity,,"A. There is no cooker
B. The dishwasher is closer to the fridge
C. The cooker is closer to the fridge than the dishwasher
D. They are both equally close
E. There is no dishwasher",There is no cooker,The dishwasher is closer to the fridge,The cooker is closer to the fridge than the dishwasher,They are both equally close,There is no dishwasher,3902.73,"Cooking, Eating",kaust,GoPro Hero Black 7
6700,fc18a064-b1d9-485d-8c19-a3151dcf5bc8,fc18a064-b1d9-485d-8c19-a3151dcf5bc8_6_4,Which is nearer to the tap in the kitchen: the dishwasher or the chopping board?,reasoning/spatial/proximity,,"A. They are both equally close
B. The dishwasher is closer to the tap than the chopping board
C. There is no dishwasher
D. The chopping board is closer to the tap than the dishwasher
E. There is no chopping board",They are both equally close,The dishwasher is closer to the tap than the chopping board,There is no dishwasher,The chopping board is closer to the tap than the dishwasher,There is no chopping board,3902.73,"Cooking, Eating",kaust,GoPro Hero Black 7
6706,fc18a064-b1d9-485d-8c19-a3151dcf5bc8,fc18a064-b1d9-485d-8c19-a3151dcf5bc8_6_27,Select the correct statement regarding the spatial proximity of objects in the video,reasoning/spatial/proximity,,"A. The chopping board is closer to the tap than the dishwasher
B. The chopping board is typically closer to the tap
C. The sink is closer to the cooker, not the fridge
D. The cooker is closer to the fridge than the dishwasher in the kitchen
E. The pot hangs from the kitchen hood, making it closer than the stove",The chopping board is closer to the tap than the dishwasher,The chopping board is typically closer to the tap,"The sink is closer to the cooker, not the fridge",The cooker is closer to the fridge than the dishwasher in the kitchen,"The pot hangs from the kitchen hood, making it closer than the stove",3902.73,"Cooking, Eating",kaust,GoPro Hero Black 7
6709,fc18a064-b1d9-485d-8c19-a3151dcf5bc8,fc18a064-b1d9-485d-8c19-a3151dcf5bc8_20_1,Which image correctly depicts the spatial layout explored by the camera wearer?,reasoning/spatial/layout,,"A. spatial_layout_images/fc18a064-b1d9-485d-8c19-a3151dcf5bc8/0/B.png
B. spatial_layout_images/fc18a064-b1d9-485d-8c19-a3151dcf5bc8/0/C.png
C. spatial_layout_images/fc18a064-b1d9-485d-8c19-a3151dcf5bc8/0/A.png
D. spatial_layout_images/fc18a064-b1d9-485d-8c19-a3151dcf5bc8/0/D.png
E. spatial_layout_images/fc18a064-b1d9-485d-8c19-a3151dcf5bc8/0/E.png",spatial_layout_images/fc18a064-b1d9-485d-8c19-a3151dcf5bc8/0/B.png,spatial_layout_images/fc18a064-b1d9-485d-8c19-a3151dcf5bc8/0/C.png,spatial_layout_images/fc18a064-b1d9-485d-8c19-a3151dcf5bc8/0/A.png,spatial_layout_images/fc18a064-b1d9-485d-8c19-a3151dcf5bc8/0/D.png,spatial_layout_images/fc18a064-b1d9-485d-8c19-a3151dcf5bc8/0/E.png,3902.73,"Cooking, Eating",kaust,GoPro Hero Black 7
6713,fc18a064-b1d9-485d-8c19-a3151dcf5bc8,fc18a064-b1d9-485d-8c19-a3151dcf5bc8_7_30,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The chopping board is placed on a shelf directly above the cooking pan
B. The tap is located on the ceiling directly above the sink
C. The fridge is located in an adjacent room to the dishwasher
D. The jug is placed on a stand to the left of the fridge
E. The pot is located in a separate pantry room from the cooker",The chopping board is placed on a shelf directly above the cooking pan,The tap is located on the ceiling directly above the sink,The fridge is located in an adjacent room to the dishwasher,The jug is placed on a stand to the left of the fridge,The pot is located in a separate pantry room from the cooker,3902.73,"Cooking, Eating",kaust,GoPro Hero Black 7
6723,3ec3eab7-842d-409d-8866-42ddcbd24cd9,3ec3eab7-842d-409d-8866-42ddcbd24cd9_7_1,Where is the frying pan located in relation to the drying plate in the kitchen?,reasoning/spatial/relationship,,"A. The frying pan is placed on the right side of the drying plate
B. The frying pan is hung directly above the drying plate
C. The frying pan is stored to the left of the drying plate
D. The frying pan is mounted on the wall opposite the drying plate
E. The frying pan is placed inside the drying plate",The frying pan is placed on the right side of the drying plate,The frying pan is hung directly above the drying plate,The frying pan is stored to the left of the drying plate,The frying pan is mounted on the wall opposite the drying plate,The frying pan is placed inside the drying plate,1334.5,Cooking,iiith,GoPro Hero Black 7
6730,3ec3eab7-842d-409d-8866-42ddcbd24cd9,3ec3eab7-842d-409d-8866-42ddcbd24cd9_7_2,Where is the sieve placed in relation to the cooking pot in the kitchen at the beginning of the video?,reasoning/spatial/relationship,,"A. The sieve bowl is hanging next to the cooking pot on a hook
B. The sieve bowl is to the right side of the cooking pot
C. The sieve is in the bowl to the left of the cooking pot
D. The sieve bowl is to the left side of the cooking pot
E. The sieve bowl is on the shelf above the cooking pot",The sieve bowl is hanging next to the cooking pot on a hook,The sieve bowl is to the right side of the cooking pot,The sieve is in the bowl to the left of the cooking pot,The sieve bowl is to the left side of the cooking pot,The sieve bowl is on the shelf above the cooking pot,1334.5,Cooking,iiith,GoPro Hero Black 7
6732,3ec3eab7-842d-409d-8866-42ddcbd24cd9,3ec3eab7-842d-409d-8866-42ddcbd24cd9_7_31,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The frying pan is stored to the left of the drying plate
B. The frying pan is placed inside the drying plate
C. The lid is located on the ground diagonally to the right of the basin
D. The sieve bowl is on the shelf above the cooking pot
E. The sieve bowl is to the right side of the cooking pot",The frying pan is stored to the left of the drying plate,The frying pan is placed inside the drying plate,The lid is located on the ground diagonally to the right of the basin,The sieve bowl is on the shelf above the cooking pot,The sieve bowl is to the right side of the cooking pot,1334.5,Cooking,iiith,GoPro Hero Black 7
6734,3ec3eab7-842d-409d-8866-42ddcbd24cd9,3ec3eab7-842d-409d-8866-42ddcbd24cd9_7_29,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The sieve is in the bowl to the left of the cooking pot
B. The lid is to the right of the basin, on a shelf
C. The sieve bowl is hanging next to the cooking pot on a hook
D. The frying pan is placed on the right side of the drying plate
E. The lid is to the left of the basin on the drying rack",The sieve is in the bowl to the left of the cooking pot,"The lid is to the right of the basin, on a shelf",The sieve bowl is hanging next to the cooking pot on a hook,The frying pan is placed on the right side of the drying plate,The lid is to the left of the basin on the drying rack,1334.5,Cooking,iiith,GoPro Hero Black 7
6744,3ec3eab7-842d-409d-8866-42ddcbd24cd9,3ec3eab7-842d-409d-8866-42ddcbd24cd9_6_12,"In the Kitchen, which is closer to the frying pan at the very beginning of the video: the sieve bowl or the cooking pot?",reasoning/spatial/proximity,,"A. The sieve bowl is closer to the frying pan than the cooking pot
B. The sieve bowl is resting in the frying pan, while the cooking pot is to the side
C. The cooking pot and the sieve bowl are equidistant from the frying pan
D. The frying pan, sieve bowl, and cooking pot are all equidistant from each other
E. The cooking pot and frying pan are adjacent, with the sieve bowl on the opposite side of the kitchen",The sieve bowl is closer to the frying pan than the cooking pot,"The sieve bowl is resting in the frying pan, while the cooking pot is to the side",The cooking pot and the sieve bowl are equidistant from the frying pan,"The frying pan, sieve bowl, and cooking pot are all equidistant from each other","The cooking pot and frying pan are adjacent, with the sieve bowl on the opposite side of the kitchen",1334.5,Cooking,iiith,GoPro Hero Black 7
6746,3ec3eab7-842d-409d-8866-42ddcbd24cd9,3ec3eab7-842d-409d-8866-42ddcbd24cd9_7_30,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The frying pan is mounted on the wall opposite the drying plate
B. The lid is underneath the basin in the cupboard
C. The frying pan is hung directly above the drying plate
D. The lid is leaning against the basin on the counter
E. The sieve is in the bowl to the left of the cooking pot",The frying pan is mounted on the wall opposite the drying plate,The lid is underneath the basin in the cupboard,The frying pan is hung directly above the drying plate,The lid is leaning against the basin on the counter,The sieve is in the bowl to the left of the cooking pot,1334.5,Cooking,iiith,GoPro Hero Black 7
6754,2725d34b-04d5-411a-b405-c5e12d167ade,2725d34b-04d5-411a-b405-c5e12d167ade_7_31,Select the correct statement regarding the spatial relationship of objects in the video,reasoning/spatial/relationship,,"A. The fridge is situated in an alcove next to the dining table
B. The spoon rack is located on the right side of the sink.
C. The pot is located diagonally across from the faucet.
D. The shelf is located above the kitchen cabinet
E. The spoon holder is on the countertop to the left of the kitchen sink",The fridge is situated in an alcove next to the dining table,The spoon rack is located on the right side of the sink.,The pot is located diagonally across from the faucet.,The shelf is located above the kitchen cabinet,The spoon holder is on the countertop to the left of the kitchen sink,2886.98,Cooking,iiith,GoPro Hero Black 7
6765,2725d34b-04d5-411a-b405-c5e12d167ade,2725d34b-04d5-411a-b405-c5e12d167ade_7_1,Where is the pot placed in relation to the tap in the Kitchen?,reasoning/spatial/relationship,,"A. The pot is located diagonally across from the faucet.
B. The pot is on the shelf directly across from the tap
C. The pot is placed in the cupboard under the tap
D. The pot is hanging above the tap
E. The pot is on the window sill next to the tap",The pot is located diagonally across from the faucet.,The pot is on the shelf directly across from the tap,The pot is placed in the cupboard under the tap,The pot is hanging above the tap,The pot is on the window sill next to the tap,2886.98,Cooking,iiith,GoPro Hero Black 7
